Timestamp,Server_Workload,Inlet_Temperature,Outlet_Temperature,Ambient_Temperature,Cooling_Unit_Power_Consumption_kW,Chiller_Usage,AHU_Usage,Total_Energy_Cost,Temperature_Deviation,Cooling_Strategy_Action,Output,Hour,DayOfWeek,Month,Cooling_Strategy_Encoded,Cooling_Efficiency,Cooling_Ratio,Ambient_Inlet_Delta,Energy_per_Workload,Water_Usage_Estimate,Heat_Load_Index,Thermal_Load,Cooling_Load,Total_Cooling_Load,Cooling_Intensity,Cooling_Power_Load,Cooling_Power_Usage
2025-01-01 10:00:00,74.41743772648515,23.013192780224347,28.13966425336938,20.722873596211837,0.83,75.74684654685103,45.47684258225662,0.08,3.28,Maintain,2,10,2,1,3,1.6289688439111003,1.6656135426339185,2.2903191840125103,0.001075016842410192,0.2272405396405531,17.12582840609943,1712.5828406099429,5636.886235877913,121.22368912910765,1.6289688439111003,61.76647331298267,62.869882633886355
2025-01-01 11:00:00,79.66193956492684,21.584751976229775,26.488490194623896,22.553045977996874,0.81,73.86468739401404,43.04453184360132,0.11,1.45,Reduce AHU,1,11,2,1,4,1.4675668005141163,1.7160062501408753,-0.9682940017670987,0.0013808350539784647,0.22159406218204214,17.194832074543516,1719.4832074543515,5884.20426316416,116.90921923761536,1.4675668005141163,64.52617104759075,59.83039678915138
2025-01-01 12:00:00,71.49806506003111,20.857687597806024,24.99244421923219,23.322058080941556,0.76,66.12665080711741,46.46230272747204,0.09,0.68,Boost All,3,12,2,1,0,1.57471327182553,1.4232322872965577,-2.464370483135532,0.001258775306236036,0.19837995242135226,14.912843048697392,1491.2843048697391,4727.9275816092395,112.58895353458945,1.57471327182553,54.33852944562364,50.25625461340923
2025-01-01 13:00:00,58.50918952060892,19.693436191156906,20.740862244885143,23.159080993757083,0.63,53.09316341711935,41.49160668957116,0.09,0.84,Eco Mode,4,13,2,1,1,1.616579707650793,1.2796121040753075,-3.4656448026001776,0.0015382198796323964,0.15927949025135804,11.522469904204181,1152.2469904204181,3106.4379606208963,94.58477010669051,1.616579707650793,36.86078939798362,33.44869295278519
2025-01-01 14:00:00,56.861604729097046,20.517227620420968,23.757371376308978,22.77300731961177,0.66,52.34188916167217,48.59020551885317,0.1,1.23,Eco Mode,4,14,2,1,1,1.7750482665120497,1.077210674981662,-2.2557796991908035,0.0017586559281569552,0.1570256674850165,11.666424870892895,1166.6424870892895,2976.243812285212,100.93209468052534,1.7750482665120497,37.52865912120405,34.54564684670363
2025-01-01 15:00:00,11.596785795254236,15.759822716480912,20.281652137505837,21.15239258393336,0.39,20.0,46.021225753133464,0.05,2.85,Eco Mode,4,15,2,1,1,5.693061959210235,0.4345820702973385,-5.392569867452448,0.004311539125687949,0.06,1.8276328821421086,182.76328821421086,231.93571590508472,66.02122575313346,5.693061959210235,4.522746460149152,7.800000000000001
2025-01-01 16:00:00,48.973248798549946,21.08141035217642,25.762863816701525,24.142881881270043,0.71,57.37442953671357,49.22380132282219,0.07,0.14,Eco Mode,4,16,2,1,1,2.1766623881001266,1.1655830478197824,-3.061471529093623,0.001429351743818166,0.17212328861014073,10.324251542014622,1032.4251542014622,2809.8122123763465,106.59823085953576,2.1766623881001266,34.77100664697046,40.73584497106663
2025-01-01 17:00:00,37.956368537462765,18.113041613250218,27.378853414927885,24.174170427227164,0.57,40.17749976459828,49.809626589656,0.05,0.17,Reduce AHU,1,17,2,1,4,2.3708043590796377,0.8066211635949266,-6.061128813976946,0.0013173019603639972,0.12053249929379485,6.875052828069244,687.5052828069244,1524.9919879789159,89.98712635425429,2.3708043590796377,21.635130066353774,22.90117486582102
2025-01-01 18:00:00,52.64460171251816,19.64880835075109,28.884316437493176,23.401273121952578,0.62,48.90448245280616,45.92044030398629,0.09,0.6,Increase Chiller,0,18,2,1,2,1.801227815786031,1.0649828499919236,-3.7524647712014882,0.0017095769625515521,0.1467134473584185,10.34403689750892,1034.403689750892,2574.5570006848134,94.82492275679245,1.801227815786031,32.63965306176126,30.320779120739818
2025-01-01 19:00:00,80.14384229417854,25.13382452643752,28.973983970000823,25.783774156835793,0.94,88.7804407624218,46.72157776202948,0.09,1.78,Reduce AHU,1,19,2,1,4,1.6907352200102665,1.9002020718223989,-0.6499496303982717,0.0011229808342188325,0.276778894552577,20.143212690963654,2014.3212690963653,7115.205643271193,135.50201852445127,1.6907352200102665,75.33521175652783,83.4536143166765
2025-01-01 20:00:00,65.09820499250785,20.008827123942872,24.778615914329265,21.190757602603274,0.74,67.15180551248639,39.79938671069948,0.08,2.81,Reduce AHU,1,20,2,1,4,1.642920731724848,1.6872572513077537,-1.1819304786604015,0.0012289125142589522,0.2014554165374592,13.025387297740842,1302.5387297740842,4371.462000868857,106.95119222318587,1.642920731724848,48.17267169445581,49.69233607923993
2025-01-01 21:00:00,78.57452350485872,21.01990468430066,29.199391273917858,21.32731761474293,0.78,68.92066769410472,46.254500744571224,0.06,2.67,Boost All,3,21,2,1,0,1.4658080232041875,1.4900315665424668,-0.3074129304422719,0.0007636062754193295,0.20676200308231418,16.51628994686472,1651.628994686472,5415.408623700989,115.17516843867594,1.4658080232041875,61.2881283337898,53.75812080140169
2025-01-01 22:00:00,46.01620524485563,20.55438615605396,28.66728469071475,21.280868348345756,0.57,47.05245400027461,38.730276834100515,0.06,2.72,Boost All,3,22,2,1,0,1.8641852041847797,1.2148751992387399,-0.7264821922917974,0.0013038884535751508,0.14115736200082382,9.45834852038998,945.8348520389981,2165.1753805507647,85.78273083437512,1.8641852041847797,26.229236989567706,26.819898780156525
2025-01-01 23:00:00,53.11419148489016,21.28760147721253,26.802527431301023,18.0,0.54,45.850662537442346,34.571486972673,0.06,6.0,Maintain,2,23,2,1,3,1.5141367259418226,1.3262565549300327,3.2876014772125295,0.0011296415739930283,0.13755198761232704,11.306737411146969,1130.673741114697,2435.320869722793,80.42214951011535,1.5141367259418226,28.68166340184069,24.75935777021887
2025-01-02 00:00:00,53.374226628207175,19.740405265644743,26.09571311018452,20.03244727053444,0.54,43.80661739091913,38.77712441240588,0.05,3.97,Maintain,2,0,3,1,3,1.5472587702549014,1.1297025482168457,-0.2920420048896979,0.0009367817057379963,0.1314198521727574,10.536288643811767,1053.6288643811768,2338.1443244380794,82.58374180332501,1.5472587702549014,28.822082379231876,23.655573391096333
2025-01-02 01:00:00,87.34452850972994,23.51288053638184,28.94147029888278,27.17909267119385,1.02,93.28533965685608,55.455017172357735,0.15,3.18,Reduce AHU,1,1,3,1,4,1.7029155422108555,1.6821803099391168,-3.6662121348120102,0.0017173370884468546,0.31034762896698087,20.537214643558777,2053.7214643558777,8147.964009198107,148.74035682921382,1.7029155422108555,89.09141907992453,95.1510464499932
2025-01-02 02:00:00,39.08222064993505,18.4044866228161,19.61731658023684,25.174080331693965,0.63,44.80252242854762,54.85308846177771,0.09,1.17,Boost All,3,2,3,1,0,2.549896261859283,0.8167729998100938,-6.7695937088778635,0.002302837356743499,0.13557745298040605,7.1928820714167685,719.2882071416768,1750.9820672261621,99.65561089032533,2.549896261859283,24.62179900945908,28.225589129985
2025-01-02 03:00:00,47.34104406963394,19.101767622878057,25.82496382103732,23.564019910172306,0.58,43.63793729697914,46.777844348630566,0.07,0.44,Increase Chiller,0,3,3,1,2,1.9098814044476027,0.93287617186619,-4.462252287294248,0.0014786323347327254,0.13091381189093743,9.042976228425768,904.2976228425769,2065.865512684212,90.41578164560971,1.9098814044476027,27.457805560387683,25.3100036322479
2025-01-02 04:00:00,100.0,25.00320377126321,28.842889639804483,27.150395751427748,1.07,100.0,54.13925502177561,0.11,3.15,Boost All,3,4,3,1,0,1.5413925348038309,1.8470885517853908,-2.147191980164539,0.0010999999890000001,0.3322559362714162,25.003203771263212,2500.320377126321,10000.0,154.13925502177563,1.5413925348038309,107.0,107.0
2025-01-02 05:00:00,50.21613966463356,20.65313912412499,23.501727216224968,25.045241572232896,0.73,58.12521521537168,52.64632666148139,0.06,1.05,Reduce AHU,1,5,3,1,4,2.205895164597301,1.104069700532957,-4.392102448107906,0.0011948349515887241,0.17477009706452287,10.371209187701682,1037.1209187701681,2918.823925291988,110.77154187685306,2.205895164597301,36.6577819551825,42.431407107221325
2025-01-02 06:00:00,59.241290595312755,20.484101380848447,22.95348353252389,27.61715618697021,0.73,59.13533691485153,52.18641355128972,0.08,3.62,Reduce AHU,1,6,3,1,4,1.8791242977381197,1.1331557728828505,-7.133054806121763,0.0013504094499912913,0.2006209726758453,12.135046024866902,1213.5046024866901,3503.253678624445,111.32175046614125,1.8791242977381197,43.24614213457831,43.168795947841616
2025-01-02 07:00:00,72.34254358946286,21.72616367328019,27.19917824838884,25.126216716468615,0.78,65.01163283970598,52.3541413542963,0.09,1.13,Reduce AHU,1,7,3,1,4,1.62236170790013,1.2417667431117985,-3.400053043188425,0.0012440812043693172,0.19626573174351158,15.717259425660767,1571.7259425660768,4703.106882528586,117.36577419400228,1.62236170790013,56.427183999781036,50.70907361497067
2025-01-02 08:00:00,55.02774679989625,21.981989338023837,25.79690497677309,23.856638898618908,0.67,53.84006706970493,47.78086280164964,0.1,0.14,Boost All,3,8,3,1,0,1.8467215892769318,1.1268123425563958,-1.8746495605950706,0.0018172649980813598,0.16152020120911478,12.096193434507947,1209.6193434507948,2962.6975784011547,101.62092987135458,1.8467215892769318,36.868590355930486,36.0728449367023
2025-01-02 09:00:00,98.02169727883091,24.768091938989237,27.09844245391536,20.88416341089408,1.01,100.0,41.22393676037152,0.14,3.12,Boost All,3,9,3,1,0,1.440741583140584,2.4257750577173094,3.883928528095158,0.0014282551971478634,0.3,24.27810410217855,2427.810410217855,9802.16972788309,141.22393676037152,1.440741583140584,99.00191425161923,101.0
2025-01-02 10:00:00,51.22371351603746,20.31155181450852,25.065540500841244,26.558091287096513,0.71,56.85872842934667,51.1262465800065,0.09,2.56,Boost All,3,10,3,1,0,2.1081051233710224,1.1121240286678484,-6.246539472587994,0.0017569987036340795,0.18386484869221278,10.404331112125353,1040.4331112125353,2912.5152159510285,107.98497500935318,2.1081051233710224,36.3688365963866,40.369697184836134
2025-01-02 11:00:00,31.80669729136929,19.599116132217397,26.582951143276745,25.88201732829504,0.52,32.473996465784346,52.48113401211421,0.08,1.88,Maintain,2,11,3,1,3,2.670982372947243,0.6187746598523142,-6.282901196077642,0.0025151934748822357,0.10171838353762509,6.233831539958312,623.3831539958312,1032.8905754281989,84.95513047789856,2.670982372947243,16.53948259151203,16.88647816220786
2025-01-02 12:00:00,76.26188293017742,21.33753516386481,28.08981050708072,23.816159829305676,0.89,79.07689175750508,51.00746995568479,0.09,0.18,Increase Chiller,0,12,3,1,2,1.7057585652131324,1.5503001869315765,-2.478624665440865,0.001180143937729111,0.23723067527251523,16.272406086852023,1627.2406086852022,6030.552661693165,130.08436171318988,1.7057585652131324,67.8730758078579,70.37843366417952
2025-01-02 13:00:00,86.81200759719336,23.615715079904856,26.515342612011757,27.041592282765336,0.93,84.59842326565037,49.70309391082344,0.1,3.04,Reduce AHU,1,13,3,1,4,1.5470384725186024,1.7020755632508522,-3.4258772028604803,0.0011519143677921192,0.27970259300794115,20.501276369298537,2050.127636929854,7344.158963248219,134.3015171764738,1.5470384725186024,80.73516706538983,78.67653363705485
2025-01-02 14:00:00,36.60481759864806,19.03220258112168,20.760814921718005,27.471291299815277,0.63,41.93390367167274,58.425135519267165,0.08,3.47,Boost All,3,14,3,1,0,2.741689292093542,0.7177373673374983,-8.439088718693597,0.0021855046155850825,0.14134634471168275,6.96670303982478,696.670303982478,1534.9828951008587,100.35903919093991,2.741689292093542,23.06103508714828,26.418359313153825
2025-01-02 15:00:00,37.15485067176146,18.676978983841995,27.76421693119947,27.218180937711157,0.53,32.78349998364217,52.8322047429399,0.07,3.22,Increase Chiller,0,15,3,1,2,2.3042940793557785,0.6205211295389294,-8.541201953869162,0.0018840069829481145,0.10925846016120189,6.939403651442763,693.9403651442764,1218.0660463899192,85.61570472658207,2.3042940793557785,19.692070856033574,17.37525499133035
2025-01-02 16:00:00,42.29524011965867,21.07044852104936,28.274645732641865,25.010489008040413,0.52,33.821342612339464,50.87482797948031,0.06,1.01,Boost All,3,16,3,1,0,2.002498823737721,0.6647952099451943,-3.9400404869910517,0.0014185993131059897,0.10151724068720815,8.911796796266897,891.1796796266897,1430.4818069581415,84.69617059181977,2.002498823737721,21.99352486222251,17.587098158416524
2025-01-02 17:00:00,97.98613177882108,24.481292300606476,29.325792345190045,24.01114614339908,1.0,96.7295280410262,44.708928092380674,0.15,0.01,Increase Chiller,0,17,3,1,2,1.4434538043527898,2.1635393646123124,0.4701461572073953,0.0015308288606367094,0.29018858412307863,23.98827133483064,2398.827133483064,9478.152281531162,141.43845613340687,1.4434538043527898,97.98613177882108,96.7295280410262
2025-01-02 18:00:00,41.43212650244491,19.78112638221841,25.274796264237978,28.45280762909998,0.7,49.713088437434386,60.81654347790037,0.09,4.45,Eco Mode,4,18,3,1,1,2.6677276446596285,0.8174270482516353,-8.671681246881569,0.0021722273372201104,0.17488672496573748,8.195741306289236,819.5741306289236,2059.7189689670126,110.52963191533476,2.6677276446596285,29.002488551711433,34.79916190620407
2025-01-02 19:00:00,92.6330834766476,23.84733400572081,31.17221006157337,25.82533041120686,1.07,100.0,54.90710426875497,0.14,1.83,Maintain,2,19,3,1,3,1.672265423783944,1.8212579138989005,-1.9779964054860493,0.0015113390727617777,0.31237995616810293,22.090520816474328,2209.0520816474327,9263.30834766476,154.90710426875498,1.672265423783944,99.11739932001294,107.0
2025-01-02 20:00:00,95.83183640591938,24.059424157474226,26.967727854384265,24.206731176973467,0.94,87.31782372983082,48.235950282398875,0.08,0.21,Reduce AHU,1,20,3,1,4,1.4144962434358663,1.8102229023871823,-0.14730701949924097,0.0008347956395862502,0.26195347118949247,23.056587998796946,2305.6587998796945,8367.827398998052,135.5537740122297,1.4144962434358663,90.0819262215642,82.07875430604096
2025-01-02 21:00:00,43.537362062696374,17.59658975669713,23.18846545848806,28.25899912948508,0.66,48.10846566842285,54.51030293849631,0.06,4.26,Eco Mode,4,21,3,1,1,2.357027651379393,0.8825572816967483,-10.662409372787948,0.0013781266429387664,0.1678432141654065,7.661090993060572,766.1090993060573,2094.515688086924,102.61876860691916,2.357027651379393,28.73465896137961,31.751587341159084
2025-01-02 22:00:00,59.122011372083584,22.07891529018748,28.370082864648996,23.998862592739616,0.71,58.029817991806205,48.5229668019004,0.1,0.0,Boost All,3,22,3,1,0,1.8022523340903571,1.1959247469923608,-1.919947302552135,0.001691417392402873,0.1740894539754186,13.053498808697343,1305.3498808697343,3430.839559231507,106.5527847937066,1.8022523340903571,41.976628074179345,41.2011707741824
2025-01-02 23:00:00,60.87682848949341,23.04477751431274,24.84618215229791,25.220540543830833,0.73,56.887869140822346,54.81199443771163,0.07,1.22,Eco Mode,4,23,3,1,1,1.8348502133773572,1.0378726168703298,-2.175763029518091,0.0011498627735217575,0.17254551966212114,14.02892968317351,1402.892968317351,3463.1530528185867,111.69986357853398,1.8348502133773572,44.440084797330194,41.528144472800314
2025-01-03 00:00:00,50.84214122641582,18.64227351301115,24.541098522294114,23.06136468416976,0.68,54.60692108351214,47.7759508204764,0.08,0.94,Maintain,2,0,4,1,3,2.013740322900752,1.1429792396120937,-4.419091171158609,0.0015734978208379814,0.16382076325053643,9.47813102729984,947.8131027299839,2776.332793667668,102.38287190398854,2.013740322900752,34.57265603396276,37.13270633678826
2025-01-03 01:00:00,80.36561011318658,22.466563683969493,23.60379030803796,26.1368263563483,0.93,80.5184353519359,56.821900139443514,0.1,2.14,Boost All,3,1,4,1,0,1.7089440817907786,1.4170317032219677,-3.670262672378808,0.0012443133152955242,0.25528562797780885,18.05539097608969,1805.539097608969,6470.9131824175,137.34033549137942,1.7089440817907786,74.74001740526352,74.88214487730039
2025-01-03 02:00:00,71.88769964096537,22.867178458329228,29.569690817923075,19.332268131667576,0.73,64.41022708574538,43.658566813968825,0.09,4.67,Reduce AHU,1,2,4,1,4,1.5033001881566783,1.4753169952848737,3.5349103266616524,0.0012519526872822706,0.19323068125723614,16.438688566487247,1643.868856648725,4630.303058546436,108.0687938997142,1.5033001881566783,52.478020737904714,47.019465772594124
2025-01-03 03:00:00,70.00810229551678,21.62027396342495,29.66386610907994,22.192424789525703,0.83,78.20789920166678,41.522951743179185,0.12,1.81,Eco Mode,4,3,4,1,1,1.7102427477493647,1.8834859766689809,-0.5721508261007529,0.0017140872892022006,0.23462369760500035,15.13594351288552,1513.594351288552,5475.186607627753,119.73085094484597,1.7102427477493647,58.106724905278924,64.91255633738342
2025-01-03 04:00:00,46.171898578344965,18.40559205093982,26.246104110973203,23.34654955685137,0.61,44.41715113922545,51.57356445803883,0.06,0.65,Increase Chiller,0,4,4,1,2,2.0789856270562623,0.8612387129868699,-4.940957505911552,0.0012994916940376553,0.13325145341767636,8.498211294503857,849.8211294503857,2050.824197539337,95.99071559726428,2.0789856270562623,28.164858132790428,27.094462194927527
2025-01-03 05:00:00,54.02985875905955,18.242960943671655,25.254923153231523,23.87389387180583,0.72,57.98402642663968,52.05407365262762,0.11,0.13,Maintain,2,5,4,1,3,2.036616429692222,1.1139190699975823,-5.630932928134175,0.0020359112625968935,0.17395207927991904,9.856646031336192,985.6646031336193,3132.8687581129184,110.03810007926731,2.036616429692222,38.901498306522875,41.74849902718057
2025-01-03 06:00:00,35.31128627237122,17.272787849157027,20.45962160026735,26.544119085984125,0.49,30.04764745244465,49.37812286186262,0.06,2.54,Increase Chiller,0,6,4,1,2,2.2493026012238517,0.608521448415177,-9.271331236827098,0.0016991733984998642,0.09710251424537027,6.09924356463519,609.924356463519,1061.021081004559,79.42577031430727,2.2493026012238517,17.302530273461898,14.723347251697879
2025-01-03 07:00:00,58.503199054105785,20.460454312526657,23.52188353853345,21.503552136371287,0.74,62.88700954203673,46.53654217271996,0.09,2.5,Increase Chiller,0,7,4,1,2,1.870385750071073,1.3513468181044768,-1.0430978238446293,0.001538377386480823,0.1886610286261102,11.970020313831842,1197.0020313831842,3679.0912371552245,109.42355171475668,1.870385750071073,43.29236730003828,46.53638706110718
2025-01-03 08:00:00,50.97578715326005,20.779258359790415,24.704318370625433,21.43008904679632,0.64,56.09019135693643,38.00177326591924,0.05,2.57,Increase Chiller,0,8,4,1,2,1.8458167697175314,1.4759887515894028,-0.6508306870059037,0.0009808578113529836,0.16827057407080928,10.592390513512758,1059.2390513512757,2859.241655996818,94.09196462285567,1.8458167697175314,32.624503778086435,35.89772246843932
2025-01-03 09:00:00,51.24800351864205,19.64889653654325,26.005026750092185,25.863764442638495,0.73,59.51822908819945,50.59117130443665,0.09,1.86,Reduce AHU,1,9,4,1,4,2.1485597620212227,1.1764548314880605,-6.214867906095243,0.0017561659394418267,0.18626614676087813,10.069667188422022,1006.9667188422021,3050.190413735389,110.1094003926361,2.1485597620212227,37.41104256860869,43.448307234385595
2025-01-03 10:00:00,32.25493003802502,17.695266984915403,23.31143196745818,23.125260172779228,0.59,42.22429013326435,50.29380623766977,0.06,0.87,Increase Chiller,0,10,4,1,2,2.8683396117593754,0.8395524708186857,-5.4299931878638255,0.001860180693899689,0.12667287039979305,5.707595986026202,570.7595986026203,1361.9415241537117,92.51809637093412,2.8683396117593754,19.030408722434764,24.912331178625962
2025-01-03 11:00:00,80.08764550398426,22.68848769591988,30.612956891855013,26.818210368543152,0.83,70.90448542299231,53.17269120407696,0.12,2.82,Increase Chiller,0,11,4,1,2,1.549267359490912,1.3334755582971174,-4.129722672623274,0.0014983584265274939,0.23205134685482215,18.1706755961234,1817.06755961234,5678.573293199028,124.07717662706926,1.549267359490912,66.47274576830694,58.850722901083614
2025-01-03 12:00:00,69.06651938167364,24.149028184703187,31.680556497136983,25.013843564438016,0.78,67.48024495767758,48.00681532073605,0.07,1.01,Eco Mode,4,12,4,1,1,1.672113487695804,1.4056388265124382,-0.8648153797348286,0.0010135156601659935,0.20258085994093747,16.678893231673857,1667.8893231673858,4660.625646249524,115.48706027841364,1.672113487695804,53.871885117705446,52.63459106698852
2025-01-03 13:00:00,75.59306264608176,23.087386321056247,28.866814235907988,22.53831638175812,0.9,85.51794870422052,42.35001978413912,0.1,1.46,Maintain,2,13,4,1,3,1.691530443679636,2.019313027970192,0.5490699392981284,0.0013228726972647753,0.2565538461126616,17.45246240501896,1745.246240501896,6464.563653762548,127.86796848835964,1.691530443679636,68.0337563814736,76.96615383379847
2025-01-03 14:00:00,60.52259662113138,24.260161553160884,29.400677972071183,22.76604401323542,0.74,61.21019997458821,49.94176587578608,0.1,1.23,Maintain,2,14,4,1,3,1.8365366031739152,1.2256314464570044,1.4941175399254654,0.0016522754133257021,0.18363059992376463,14.682879716454362,1468.2879716454363,3704.600242160788,111.1519658503743,1.8365366031739152,44.78672149963722,45.29554798119527
2025-01-03 15:00:00,44.52551943003013,20.560245909058708,30.077107905132785,22.18519623813095,0.49,36.48614115033521,40.56806584260315,0.06,1.81,Maintain,2,15,4,1,3,1.7305627480317858,0.8993808182158376,-1.6249503290722416,0.0013475418012078562,0.10945842345100562,9.15455628709991,915.455628709991,1624.5643867160722,77.05420699293836,1.7305627480317858,21.817504520714763,17.878209163664252
2025-01-03 16:00:00,57.45751050190154,20.521651210809743,27.67564458358218,25.690463843304663,0.71,54.46146510850315,54.49864286375435,0.1,1.69,Increase Chiller,0,16,4,1,2,1.8963596773356868,0.9993178040293234,-5.1688126324949195,0.0017404164814323806,0.16902494620213243,11.791229899614612,1179.1229899614611,3129.220203420764,108.9601079722575,1.8963596773356868,40.79483245635009,38.66764022703723
2025-01-03 17:00:00,51.75896531842794,20.4243822066697,27.28318451530729,25.2223092741383,0.66,51.217360026915735,51.04894427729606,0.08,1.22,Maintain,2,17,4,1,3,1.9758181350658375,1.0032990838244522,-4.797927067468599,0.0015456259212718725,0.15535999420037677,10.571448902853337,1057.1448902853338,2650.957561334569,102.26630430421179,1.9758181350658375,34.160917110162444,33.80345761776439
2025-01-03 18:00:00,93.39746227737682,24.09163262283356,28.985108275737517,19.57653231004813,0.89,85.60548359911593,40.37840767968565,0.08,4.42,Maintain,2,18,4,1,3,1.348900568151919,2.1200806668288537,4.515100312785432,0.0008565543130696355,0.2568164507973478,22.500973490915186,2250.0973490915185,7995.3349251850295,125.98389127880158,1.348900568151919,83.12374142686537,76.18888040321318
2025-01-03 19:00:00,59.52183542972837,22.42228528984751,28.57216094642249,18.0,0.72,68.39301110111077,34.79964439141862,0.1,6.0,Boost All,3,19,4,1,0,1.7336940807321848,1.9653364375366906,4.422285289847508,0.0016800556904533728,0.20517903330333231,13.346155749807226,1334.6155749807226,4070.877551303901,103.19265549252938,1.7336940807321848,42.855721509404425,49.242967992799755
2025-01-03 20:00:00,74.344720380736,23.30308626937249,27.761822845104604,24.238317763247913,0.87,79.79719548341983,45.941962527594434,0.1,0.24,Reduce AHU,1,20,4,1,4,1.6912990683908251,1.7369130388928784,-0.935231493875424,0.001345085409465422,0.23939158645025949,17.324614327046664,1732.4614327046663,5932.500185381778,125.73915801101427,1.6912990683908251,64.67990673124032,69.42356007057525
2025-01-03 21:00:00,57.01445594348504,21.54567945598658,25.470658605803223,21.890709419377774,0.7,61.04500073525857,41.61467758941043,0.1,2.11,Boost All,3,21,4,1,0,1.8005903033756734,1.4669103019527472,-0.3450299633911946,0.001753941111797731,0.18313500220577572,12.284151921157974,1228.4151921157975,3480.4475049904113,102.65967832466899,1.8005903033756734,39.91011916043953,42.731500514680995
